,Dutch,Frequency,SpaCy_POS,SpaCy_Tag,POS,Translation
3581,Virginia,2796,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Virginia
3582,versieren,2795,VERB,WW|pv|tgw|mv,Verb,decorate
3583,verwoest,2795,VERB,WW|vd|vrij|zonder,Verb,destroyed
3584,zowat,2793,ADV,BW,Adverb,just about
3585,gesprekken,2791,NOUN,N|soort|mv|basis,Noun,conversations
3586,schei,2790,SYM,BW,Symbol,separate
3587,porno,2789,NOUN,N|soort|mv|basis,Noun,porn
3588,bevat,2788,VERB,WW|pv|tgw|ev,Verb,contains
3589,daarnet,2786,ADV,BW,Adverb,just now
3590,pijp,2786,NOUN,N|soort|ev|basis|zijd|stan,Noun,pipe
3591,begaan,2783,VERB,WW|pv|tgw|mv,Verb,to commit
3592,verbind,2782,NOUN,N|soort|ev|basis|onz|stan,Noun,connect
3593,uiterlijk,2782,NOUN,N|soort|ev|basis|onz|stan,Noun,appearance
3594,ontvoering,2779,NOUN,N|soort|ev|basis|zijd|stan,Noun,kidnapping
3595,aangeven,2778,NOUN,N|soort|mv|basis,Noun,indicate
3596,schoen,2778,VERB,N|soort|ev|basis|zijd|stan,Verb,shoe
3597,verstop,2775,NOUN,N|soort|ev|basis|zijd|stan,Noun,hide
3598,Island,2773,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Island
3599,klimmen,2767,VERB,WW|inf|vrij|zonder,Verb,to climb
3600,contant,2766,ADJ,ADJ|vrij|basis|zonder,Adjective,in cash
3601,varen,2765,VERB,WW|pv|tgw|mv,Verb,sail
3602,set,2765,NOUN,N|soort|ev|basis|zijd|stan,Noun,set
3603,opgehangen,2763,VERB,WW|vd|vrij|zonder,Verb,hung up
3604,bedrag,2759,NOUN,N|soort|ev|basis|onz|stan,Noun,amount
3605,knuffel,2758,NOUN,N|soort|ev|basis|zijd|stan,Noun,Hug
3606,aangeboden,2756,VERB,WW|vd|vrij|zonder,Verb,offered
3607,verknald,2754,VERB,WW|vd|vrij|zonder,Verb,screwed up
3608,kostte,2752,VERB,WW|pv|verl|ev,Verb,cost
3609,jager,2750,PROPN,N|eigen|ev|basis|genus|stan,Proper noun,Hunter
3610,glimlach,2748,NOUN,N|soort|ev|basis|zijd|stan,Noun,smile
3611,love,2746,SYM,SPEC|vreemd,Symbol,love
3612,sukkels,2745,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,losers
3613,blank,2745,NOUN,N|soort|ev|basis|zijd|stan,Noun,White
3614,McGee,2743,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,McGee
3615,overeind,2741,ADV,BW,Adverb,upright
3616,Russell,2741,PROPN,N|eigen|ev|basis|genus|stan,Proper noun,Russell
3617,beurs,2739,NOUN,N|soort|ev|basis|zijd|stan,Noun,scholarship
3618,onzichtbaar,2738,ADJ,ADJ|vrij|basis|zonder,Adjective,invisible
3619,kandidaat,2737,NOUN,N|soort|ev|basis|zijd|stan,Noun,candidate
3620,beroofd,2735,NOUN,N|soort|ev|basis|onz|stan,Noun,robbed
3621,uitgevoerd,2735,VERB,WW|vd|vrij|zonder,Verb,executed
3622,ton,2733,NOUN,N|soort|ev|basis|zijd|stan,Noun,tons
3623,voetbal,2733,NOUN,N|soort|ev|basis|onz|stan,Noun,football
3624,dekken,2730,VERB,WW|inf|nom|zonder|zonder-n,Verb,cover
3625,diepe,2729,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,deep
3626,dominee,2728,NOUN,N|soort|ev|basis|zijd|stan,Noun,pastor
3627,leeuw,2727,PROPN,SPEC|deeleigen,Proper noun,lion
3628,dieper,2727,ADJ,ADJ|vrij|comp|zonder,Adjective,deeper
3629,Jill,2727,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Jill
3630,fortuin,2726,NOUN,N|soort|ev|basis|onz|stan,Noun,fortune
3631,inzetten,2725,NOUN,N|soort|mv|basis,Noun,to stake
3632,zweet,2723,NOUN,N|soort|ev|basis|onz|stan,Noun,sweat
3633,Gina,2723,PROPN,SPEC|deeleigen,Proper noun,Gina
3634,gewoonte,2722,NOUN,N|soort|ev|basis|zijd|stan,Noun,habit
3635,gebouwen,2720,NOUN,N|soort|mv|basis,Noun,buildings
3636,Frodo,2720,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Frodo
3637,gebrek,2719,NOUN,N|soort|ev|basis|onz|stan,Noun,lack
3638,bekennen,2718,VERB,WW|pv|tgw|mv,Verb,confess
3639,durven,2718,VERB,WW|pv|tgw|mv,Verb,to dare
3640,Justin,2717,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Justin
3641,opzetten,2716,VERB,WW|inf|vrij|zonder,Verb,to set up
3642,zonen,2714,VERB,WW|pv|tgw|mv,Verb,sons
3643,toont,2714,VERB,WW|pv|tgw|met-t,Verb,shows
3644,huren,2713,NOUN,N|soort|mv|basis,Noun,rent
3645,gevuld,2712,VERB,WW|vd|vrij|zonder,Verb,stuffed
3646,schoppen,2710,VERB,WW|inf|nom|zonder|zonder-n,Verb,kick
3647,geniaal,2710,ADJ,ADJ|vrij|basis|zonder,Adjective,genius
3648,officiële,2704,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,official
3649,indien,2703,SCONJ,VG|onder,Conjunction,if
3650,Japanse,2703,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,Japanese
3651,Harvard,2702,PROPN,N|eigen|ev|basis|genus|stan,Proper noun,Harvard
3652,erbuiten,2701,NOUN,N|soort|mv|basis,Noun,outside
3653,mekaar,2700,PRON,VNW|recip|pron|obl|vol|persoon|mv,Pronoun,eachother
3654,blok,2699,NOUN,N|soort|ev|basis|onz|stan,Noun,block
3655,tja,2699,ADJ,N|soort|ev|basis|zijd|stan,Adjective,well
3656,stierven,2696,VERB,WW|pv|verl|mv,Verb,died
3657,pijpen,2696,NOUN,N|soort|mv|basis,Noun,blowjobs
3658,brigadier,2695,NOUN,N|soort|ev|basis|onz|stan,Noun,Sergeant
3659,kwartier,2695,NOUN,N|soort|ev|basis|onz|stan,Noun,quarter
3660,interne,2695,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,internal
3661,wennen,2694,VERB,WW|pv|tgw|mv,Verb,to get used to
3662,inzet,2692,VERB,WW|vd|vrij|zonder,Verb,stake
3663,mariniers,2692,NOUN,N|soort|mv|basis,Noun,Marines
3664,plekje,2692,NOUN,N|soort|ev|dim|onz|stan,Noun,spot
3665,meesten,2690,VERB,WW|pv|verl|mv,Verb,most
3666,beseft,2689,VERB,WW|pv|tgw|met-t,Verb,realizes
3667,vielen,2688,VERB,WW|pv|verl|mv,Verb,fell
3668,waaraan,2685,ADV,BW,Adverb,to which
3669,verward,2683,VERB,WW|vd|vrij|zonder,Verb,confused
3670,kleuren,2683,NOUN,N|soort|mv|basis,Noun,to colour
3671,mysterie,2681,NOUN,N|soort|ev|basis|zijd|stan,Noun,mystery
3672,federatie,2681,NOUN,N|soort|ev|basis|zijd|stan,Noun,federation
3673,campagne,2680,NOUN,N|soort|ev|basis|zijd|stan,Noun,campaign
3674,verlangen,2679,NOUN,N|soort|ev|basis|onz|stan,Noun,desire
3675,knal,2679,NOUN,N|eigen|ev|basis|zijd|stan,Noun,pop
3676,aankomt,2678,VERB,WW|pv|tgw|met-t,Verb,arrives
3677,behandelt,2678,VERB,WW|pv|tgw|met-t,Verb,treats
3678,systemen,2677,NOUN,N|soort|mv|basis,Noun,systems
3679,ernstige,2676,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,serious
3680,circus,2676,NOUN,N|soort|ev|basis|onz|stan,Noun,circus
3681,voordeur,2675,NOUN,N|soort|ev|basis|zijd|stan,Noun,front door
3682,rechtszaak,2674,NOUN,N|soort|ev|basis|zijd|stan,Noun,court case
3683,maffia,2674,PROPN,SPEC|deeleigen,Proper noun,mafia
3684,recept,2673,VERB,WW|pv|tgw|met-t,Verb,recipe
3685,grapjes,2672,NOUN,N|soort|mv|dim,Noun,jokes
3686,boeren,2671,VERB,N|soort|mv|basis,Verb,farmers
3687,Travis,2671,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Travis
3688,lente,2670,NOUN,N|soort|ev|basis|zijd|stan,Noun,spring
3689,toekomstige,2670,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,future
3690,verblijf,2670,NOUN,N|soort|ev|basis|onz|stan,Noun,stay
3691,moderne,2669,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,modern
3692,piano,2669,NOUN,N|soort|ev|basis|zijd|stan,Noun,piano
3693,terrorist,2669,NOUN,N|soort|ev|basis|zijd|stan,Noun,terrorist
3694,nuttig,2668,ADJ,ADJ|vrij|basis|zonder,Adjective,useful
3695,zaal,2666,NOUN,N|soort|ev|basis|zijd|stan,Noun,room
3696,vette,2666,VERB,WW|pv|verl|ev,Verb,fatty
3697,afgemaakt,2664,VERB,WW|vd|vrij|zonder,Verb,finished
3698,opgevoed,2663,VERB,WW|vd|vrij|zonder,Verb,raised
3699,overstuur,2663,NOUN,N|soort|ev|basis|zijd|stan,Noun,upset
3700,beweert,2662,VERB,WW|pv|tgw|met-t,Verb,claims
3701,bevriend,2662,ADJ,ADJ|vrij|basis|zonder,Adjective,friendly
3702,belangrijks,2662,ADJ,ADJ|vrij|basis|zonder,Adjective,important
3703,geactiveerd,2661,VERB,WW|vd|vrij|zonder,Verb,activated
3704,draaide,2660,VERB,WW|pv|verl|ev,Verb,turned
3705,verklaar,2660,NOUN,N|soort|ev|basis|onz|stan,Noun,explain
3706,ezel,2660,NOUN,N|soort|ev|basis|zijd|stan,Noun,donkey
3707,tandarts,2660,NOUN,N|soort|mv|basis,Noun,dentist
3708,chirurg,2656,NOUN,N|soort|ev|basis|zijd|stan,Noun,surgeon
3709,ontkennen,2654,VERB,WW|inf|vrij|zonder,Verb,to deny
3710,fruit,2654,NOUN,N|soort|ev|basis|onz|stan,Noun,fruit
3711,allemachtig,2653,ADJ,ADJ|vrij|basis|zonder,Adjective,good Lord
3712,speech,2653,VERB,WW|pv|tgw|ev,Verb,speech
3713,misverstand,2653,NOUN,N|soort|ev|basis|onz|stan,Noun,misunderstanding
3714,vermijden,2652,VERB,WW|pv|verl|mv,Verb,to avoid
3715,paradijs,2651,NOUN,N|soort|ev|basis|zijd|stan,Noun,paradise
3716,Spaans,2651,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Spanish
3717,bewaard,2649,VERB,WW|vd|vrij|zonder,Verb,kept
3718,behoort,2647,VERB,WW|pv|tgw|met-t,Verb,belongs
3719,Sheldon,2647,VERB,N|eigen|ev|basis|onz|stan,Verb,Sheldon
3720,exact,2645,ADJ,ADJ|vrij|basis|zonder,Adjective,exactly
3721,afdrukken,2644,VERB,WW|inf|vrij|zonder,Verb,print
3722,getrokken,2644,VERB,WW|vd|vrij|zonder,Verb,drawn
3723,slechtste,2644,ADJ,ADJ|prenom|sup|met-e|stan,Adjective,worst
3724,zingt,2642,VERB,WW|pv|tgw|met-t,Verb,sings
3725,lijdt,2642,VERB,WW|pv|tgw|met-t,Verb,suffers
3726,megan,2641,NOUN,N|soort|mv|basis,Noun,megan
3727,uitgeput,2639,VERB,WW|vd|vrij|zonder,Verb,exhausted
3728,Burke,2637,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Burke
3729,engelen,2635,NOUN,N|soort|mv|basis,Noun,angels
3730,drama,2635,NOUN,N|soort|ev|basis|onz|stan,Noun,drama
3731,mochten,2634,AUX,WW|pv|verl|mv,Auxiliary,were allowed
3732,Canada,2633,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Canada
3733,beledigd,2632,VERB,WW|vd|vrij|zonder,Verb,offended
3734,lage,2631,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,low
3735,dozen,2631,VERB,WW|pv|tgw|mv,Verb,Boxes
3736,uniek,2631,ADJ,ADJ|vrij|basis|zonder,Adjective,unique
3737,bruin,2631,ADJ,ADJ|vrij|basis|zonder,Adjective,brown
3738,dronk,2630,VERB,WW|pv|verl|ev,Verb,drank
3739,vermiste,2629,VERB,WW|vd|prenom|met-e,Verb,missing
3740,tegenstander,2626,NOUN,N|soort|ev|basis|zijd|stan,Noun,opponent
3741,bronnen,2624,NOUN,N|soort|mv|basis,Noun,sources
3742,wegkomen,2623,VERB,WW|pv|verl|mv,Verb,getting away
3743,beschuldigd,2623,VERB,WW|vd|vrij|zonder,Verb,accused
3744,kroon,2621,NOUN,N|soort|ev|basis|zijd|stan,Noun,Crown
3745,Lana,2619,SYM,SPEC|vreemd,Symbol,Lana
3746,Ronnie,2618,PROPN,N|eigen|ev|basis|genus|stan,Proper noun,Ronnie
3747,veranderingen,2618,NOUN,N|soort|mv|basis,Noun,changes
3748,ruimen,2616,VERB,WW|inf|vrij|zonder,Verb,clean up
3749,commissie,2615,NOUN,N|soort|ev|basis|zijd|stan,Noun,Commission
3750,fans,2615,NOUN,N|soort|mv|basis,Noun,fans
3751,leerlingen,2614,NOUN,N|soort|mv|basis,Noun,pupils
3752,straal,2612,ADV,BW,Adverb,Ray
3753,bleven,2611,VERB,WW|pv|verl|mv,Verb,stayed
3754,cellen,2610,VERB,WW|inf|vrij|zonder,Verb,cells
3755,goeiemorgen,2609,VERB,WW|inf|vrij|zonder,Verb,Good morning
3756,bukken,2608,VERB,WW|inf|vrij|zonder,Verb,stoop
3757,machtig,2605,ADJ,ADJ|vrij|basis|zonder,Adjective,powerful
3758,ontploft,2605,VERB,WW|pv|tgw|met-t,Verb,explodes
3759,minuutje,2604,NOUN,N|soort|ev|dim|onz|stan,Noun,minute
3760,kostuum,2603,NOUN,N|soort|ev|basis|onz|stan,Noun,costume
3761,borrel,2603,NOUN,N|soort|ev|basis|zijd|stan,Noun,a drink
3762,misselijk,2603,ADJ,ADJ|vrij|basis|zonder,Adjective,nauseous
3763,weleens,2602,ADV,BW,Adverb,sometimes
3764,klop,2602,NOUN,N|soort|ev|basis|zijd|stan,Noun,knock
3765,concert,2602,NOUN,N|soort|ev|basis|onz|stan,Noun,concert
3766,ritje,2601,NOUN,N|soort|ev|dim|onz|stan,Noun,ride
3767,artsen,2600,NOUN,N|soort|mv|basis,Noun,doctors
3768,juwelen,2599,NOUN,N|soort|mv|basis,Noun,jewellery
3769,bliksem,2599,NOUN,N|soort|ev|basis|zijd|stan,Noun,lightning
3770,verhuisd,2595,VERB,WW|vd|vrij|zonder,Verb,moved
3771,Spanje,2594,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Spain
3772,ambassade,2593,NOUN,N|soort|ev|basis|onz|stan,Noun,embassy
3773,script,2593,NOUN,N|soort|ev|dim|onz|stan,Noun,script
3774,luisterde,2593,ADJ,TW|rang|nom|zonder-n,Adjective,listened
3775,levenslang,2591,NOUN,N|soort|ev|basis|zijd|stan,Noun,lifetime
3776,opening,2589,NOUN,N|soort|ev|basis|zijd|stan,Noun,opening
3777,regent,2589,VERB,WW|pv|tgw|met-t,Verb,is raining
3778,symptomen,2588,VERB,N|soort|mv|basis,Verb,symptoms
3779,hitte,2588,VERB,WW|pv|verl|ev,Verb,heat
3780,opent,2587,VERB,WW|pv|tgw|met-t,Verb,opens
3781,gemene,2585,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,mean
3782,handig,2585,ADJ,ADJ|vrij|basis|zonder,Adjective,useful
3783,lamp,2584,NOUN,N|soort|ev|basis|onz|stan,Noun,lamp
3784,officieren,2583,NOUN,N|soort|mv|basis,Noun,officers
3785,boer,2581,NOUN,N|soort|ev|basis|zijd|stan,Noun,farmer
3786,reclame,2581,NOUN,N|soort|ev|basis|zijd|stan,Noun,advertisement
3787,ooh,2581,SYM,SPEC|vreemd,Symbol,ooh
3788,opwindend,2579,VERB,WW|od|vrij|zonder,Verb,exciting
3789,bedrogen,2578,VERB,ADJ|nom|basis|met-e|mv-n,Verb,cheated
3790,straling,2578,NOUN,N|soort|ev|basis|zijd|stan,Noun,radiation
3791,hup,2578,NOUN,N|soort|ev|basis|zijd|stan,Noun,go
3792,alpha,2577,VERB,N|soort|ev|dim|onz|stan,Verb,alpha
3793,indianen,2576,VERB,WW|inf|vrij|zonder,Verb,native Americans
3794,geluisterd,2574,VERB,WW|vd|vrij|zonder,Verb,listened
3795,dadelijk,2573,ADJ,ADJ|vrij|basis|zonder,Adjective,immediately
3796,kern,2572,NOUN,N|soort|ev|basis|zijd|stan,Noun,core
3797,spijtig,2570,ADJ,ADJ|vrij|basis|zonder,Adjective,regrettably
3798,krachtig,2569,ADJ,ADJ|vrij|basis|zonder,Adjective,powerful
3799,gerucht,2569,VERB,WW|vd|vrij|zonder,Verb,rumor
3800,financiële,2569,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,financial
3801,langzamer,2568,NOUN,N|soort|ev|basis|onz|stan,Noun,slower
3802,uitkomt,2566,VERB,WW|pv|tgw|met-t,Verb,comes true
3803,wenst,2564,NOUN,N|soort|ev|basis|zijd|stan,Noun,wishes
3804,arrestatie,2564,NOUN,N|soort|ev|basis|zijd|stan,Noun,arrest
3805,robots,2563,ADJ,ADJ|vrij|basis|zonder,Adjective,robots
3806,enge,2563,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,scary
3807,Tess,2563,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Tess
3808,bevallen,2561,VERB,WW|vd|vrij|zonder,Verb,to suit
3809,operaties,2561,NOUN,N|soort|mv|basis,Noun,operations
3810,kwetsen,2560,NOUN,N|soort|mv|basis,Noun,hurt
3811,diefstal,2559,NOUN,N|soort|ev|basis|zijd|stan,Noun,theft
3812,dieven,2559,NOUN,N|soort|mv|basis,Noun,thieves
3813,ontwikkeld,2558,VERB,WW|vd|vrij|zonder,Verb,developed
3814,goedkope,2555,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,cheap
3815,klaarmaken,2554,NOUN,N|soort|mv|basis,Noun,prepare
3816,smeken,2551,NOUN,N|soort|mv|basis,Noun,to beg
3817,paus,2550,NOUN,N|soort|ev|basis|zijd|stan,Noun,Pope
3818,straffen,2549,NOUN,N|soort|mv|basis,Noun,to punish
3819,schut,2547,NOUN,N|soort|ev|basis|onz|stan,Noun,schut
3820,voorwaarden,2546,NOUN,N|soort|mv|basis,Noun,conditions
3821,asjeblieft,2545,VERB,WW|pv|tgw|met-t,Verb,please
3822,bestond,2544,VERB,WW|pv|verl|ev,Verb,existed
3823,brachten,2542,VERB,WW|pv|verl|mv,Verb,brought
3824,nadert,2541,VERB,WW|pv|tgw|met-t,Verb,approaches
3825,glorie,2540,NOUN,N|soort|ev|basis|zijd|stan,Noun,glory
3826,overdag,2538,ADV,BW,Adverb,during the day
3827,telefoonnummer,2537,NOUN,N|soort|ev|basis|onz|stan,Noun,phone number
3828,doorgaat,2535,VERB,WW|pv|tgw|met-t,Verb,continues
3829,omgekomen,2534,VERB,WW|vd|vrij|zonder,Verb,perished
3830,bestuur,2531,NOUN,N|soort|ev|basis|onz|stan,Noun,management
3831,auditie,2531,NOUN,N|soort|ev|basis|zijd|stan,Noun,audition
3832,lager,2530,ADJ,ADJ|vrij|comp|zonder,Adjective,lower
3833,gekken,2530,NOUN,N|soort|mv|basis,Noun,crazy people
3834,bood,2530,VERB,WW|pv|verl|ev,Verb,offered
3835,begrip,2530,NOUN,N|soort|ev|basis|onz|stan,Noun,concept
3836,generatie,2528,NOUN,N|soort|ev|basis|zijd|stan,Noun,generation
3837,wetenschappers,2528,NOUN,N|soort|mv|basis,Noun,scientists
3838,ademt,2527,VERB,WW|pv|tgw|met-t,Verb,breathes
3839,eenzame,2526,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,lonely
3840,beu,2525,ADJ,ADJ|vrij|basis|zonder,Adjective,sick of
3841,Stephen,2524,PROPN,SPEC|deeleigen,Proper noun,Stephen
3842,trouwde,2524,VERB,WW|pv|verl|ev,Verb,married
3843,opties,2523,NOUN,N|soort|mv|basis,Noun,options
3844,hogere,2522,ADJ,ADJ|prenom|comp|met-e|stan,Adjective,higher
3845,hing,2520,NOUN,N|soort|ev|basis|zijd|stan,Noun,hung
3846,hakken,2518,VERB,WW|inf|vrij|zonder,Verb,heels
3847,tekort,2516,NOUN,N|soort|ev|basis|onz|stan,Noun,shortage
3848,doorzoeken,2515,VERB,WW|inf|vrij|zonder,Verb,search
3849,handschoenen,2515,NOUN,N|soort|mv|basis,Noun,gloves
3850,draad,2514,NOUN,N|soort|ev|basis|zijd|stan,Noun,wire
3851,bingo,2513,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,bingo
3852,air,2513,NOUN,N|soort|ev|basis|zijd|stan,Noun,air
3853,diensten,2512,NOUN,N|soort|mv|basis,Noun,services
3854,helm,2512,NOUN,N|soort|ev|basis|zijd|stan,Noun,helmet
3855,eed,2511,VERB,ADJ|vrij|comp|zonder,Verb,oath
3856,timing,2511,NOUN,N|soort|ev|basis|zijd|stan,Noun,timing
3857,instappen,2509,VERB,WW|inf|vrij|zonder,Verb,to get in
3858,korporaal,2509,NOUN,N|soort|ev|basis|zijd|stan,Noun,corporal
3859,pappie,2509,NOUN,N|soort|ev|basis|zijd|stan,Noun,daddy
3860,complete,2508,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,complete
3861,bijeen,2507,ADV,BW,Adverb,together
3862,uitgevonden,2507,VERB,WW|vd|vrij|zonder,Verb,invented
3863,district,2506,NOUN,N|soort|ev|basis|onz|stan,Noun,district
3864,leiders,2505,NOUN,N|soort|mv|basis,Noun,leaders
3865,speciaals,2505,NOUN,N|soort|mv|basis,Noun,special
3866,lokken,2504,NOUN,N|soort|mv|basis,Noun,to lure
3867,congres,2503,NOUN,N|soort|ev|basis|onz|stan,Noun,Congress
3868,blinde,2502,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,blind
3869,uitstappen,2502,VERB,WW|inf|vrij|zonder,Verb,to get off
3870,compagnie,2501,NOUN,N|soort|ev|basis|zijd|stan,Noun,company
3871,overleed,2500,VERB,WW|pv|verl|ev,Verb,died
3872,totale,2500,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,total
3873,stoute,2499,ADJ,ADJ|vrij|basis|zonder,Adjective,naughty
3874,baard,2499,NOUN,N|soort|ev|basis|zijd|stan,Noun,beard
3875,Thanksgiving,2499,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Thanksgiving
3876,standaard,2497,ADJ,ADJ|vrij|basis|zonder,Adjective,standard
3877,Halloween,2495,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Halloween
3878,kou,2493,NOUN,N|soort|ev|basis|zijd|stan,Noun,cold
3879,haren,2493,NOUN,N|soort|mv|basis,Noun,hair
3880,schakelen,2493,VERB,WW|inf|vrij|zonder,Verb,to change gear
3881,nachtmerries,2493,NOUN,N|soort|ev|basis|onz|stan,Noun,nightmares
3882,jongedame,2492,NOUN,N|soort|ev|basis|zijd|stan,Noun,young lady
3883,gezegend,2492,VERB,WW|od|vrij|zonder,Verb,blessed
3884,Fransen,2492,PROPN,N|eigen|mv|basis,Proper noun,French
3885,mazzel,2491,NOUN,N|soort|ev|basis|onz|stan,Noun,lucky
3886,legaal,2490,ADJ,ADJ|vrij|basis|zonder,Adjective,legal
3887,falen,2489,VERB,WW|inf|nom|zonder|zonder-n,Verb,to fail
3888,dog,2489,DET,SPEC|symb,Determiner,dog
3889,Bourne,2488,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Bourne
3890,coke,2487,NOUN,SPEC|vreemd,Noun,coke
3891,serieuze,2486,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,serious
3892,transport,2486,NOUN,N|soort|ev|basis|onz|stan,Noun,transportation
3893,tenen,2485,VERB,WW|inf|vrij|zonder,Verb,toes
3894,Houston,2485,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Houston
3895,salaris,2485,NOUN,N|soort|ev|basis|onz|stan,Noun,salary
3896,offer,2485,NOUN,N|soort|ev|basis|onz|stan,Noun,sacrifice
3897,knopen,2484,VERB,WW|inf|vrij|zonder,Verb,buttons
3898,Gloria,2481,NOUN,N|soort|ev|basis|zijd|stan,Noun,Gloria
3899,respecteren,2481,NOUN,BW,Noun,to respect
3900,kwetsbaar,2481,ADJ,ADJ|vrij|basis|zonder,Adjective,vulnerable
3901,nucleaire,2481,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,nuclear
3902,freak,2478,NOUN,N|soort|ev|basis|zijd|stan,Noun,freak
3903,slaag,2477,NOUN,N|soort|ev|basis|zijd|stan,Noun,pass
3904,bevroren,2477,VERB,WW|pv|verl|mv,Verb,frozen
3905,herkende,2477,NOUN,N|soort|ev|basis|zijd|stan,Noun,recognized
3906,innemen,2475,VERB,WW|pv|tgw|mv,Verb,to take
3907,veertien,2473,NUM,TW|hoofd|prenom|stan,Numeral,fourteen
3908,zochten,2472,VERB,WW|pv|verl|mv,Verb,were looking for
3909,bedank,2469,NOUN,N|soort|ev|basis|zijd|stan,Noun,thank you
3910,achtervolgen,2468,VERB,WW|inf|vrij|zonder,Verb,Chase
3911,vergunning,2467,NOUN,N|soort|ev|basis|zijd|stan,Noun,permit
3912,gij,2466,PRON,VNW|pr|pron|obl|nadr|2|getal,Pronoun,thou
3913,menigte,2465,NOUN,N|soort|ev|basis|zijd|stan,Noun,crowd
3914,herhalen,2464,VERB,WW|inf|vrij|zonder,Verb,to repeat
3915,Italië,2463,PROPN,N|eigen|ev|basis|onz|stan,Proper noun,Italy
3916,stille,2463,ADJ,ADJ|prenom|basis|met-e|stan,Adjective,silent
3917,Brooklyn,2463,PROPN,N|eigen|ev|basis|genus|stan,Proper noun,Brooklyn
3918,plaat,2462,NOUN,N|soort|ev|basis|zijd|stan,Noun,plate
3919,regelt,2457,VERB,WW|pv|tgw|met-t,Verb,arranges
3920,autoriteiten,2456,NOUN,N|soort|mv|basis,Noun,authorities
3921,intelligent,2456,NOUN,N|soort|ev|basis|onz|stan,Noun,intelligent
3922,jood,2454,PROPN,SPEC|deeleigen,Proper noun,Jew
3923,gebeden,2453,VERB,WW|vd|vrij|zonder,Verb,prayers
3924,apen,2452,NOUN,N|soort|mv|basis,Noun,apes
3925,weigert,2452,VERB,WW|pv|tgw|met-t,Verb,refuses
3926,beroven,2451,VERB,N|soort|mv|basis,Verb,to rob
3927,blanken,2451,ADJ,ADJ|nom|basis|met-e|mv-n,Adjective,white people
3928,modder,2451,NOUN,N|soort|ev|basis|zijd|stan,Noun,mud
3929,gewapende,2450,VERB,WW|vd|prenom|met-e,Verb,armed
3930,goedmaken,2450,VERB,WW|inf|vrij|zonder,Verb,make up
3931,vampiers,2450,NOUN,N|soort|mv|basis,Noun,vampires
3932,schuilplaats,2450,NOUN,N|soort|ev|basis|zijd|stan,Noun,hideout
3933,bewaken,2449,NOUN,N|soort|mv|basis,Noun,to guard
3934,verbazingwekkend,2449,ADJ,ADJ|vrij|basis|zonder,Adjective,astonishing
3935,verf,2448,VERB,WW|pv|tgw|ev,Verb,paint
3936,Jamal,2448,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Jamal
3937,tijger,2447,ADJ,ADJ|vrij|comp|zonder,Adjective,Tiger
3938,mode,2447,NOUN,N|soort|ev|basis|zijd|stan,Noun,fashion
3939,volwassenen,2444,ADJ,ADJ|nom|basis|met-e|mv-n,Adjective,adults
3940,overdreven,2443,ADJ,ADJ|vrij|basis|zonder,Adjective,overdone
3941,Shane,2442,PROPN,N|eigen|ev|basis|zijd|stan,Proper noun,Shane
3942,woning,2441,NOUN,N|soort|ev|basis|zijd|stan,Noun,home
3943,agenda,2441,NOUN,N|soort|ev|basis|zijd|stan,Noun,agenda
3944,opsluiten,2440,VERB,WW|pv|tgw|mv,Verb,lock up
3945,drankjes,2438,NOUN,N|soort|mv|dim,Noun,drinks
